id,title,genre,original_language,overview,popularity,release_date,vote_average,vote_count
192149,The Two Faces of January,Thriller,en,"A thriller centered on a con artist, his wife, and a stranger who try to flee a foreign country after one of them is caught up in the murder of a private detective.",5.879,2014-05-16,5.8,574
77953,The Campaign,Comedy,en,Two rival politicians compete to win an election to represent their small North Carolina congressional district in the United States House of Representatives.,12.828,2012-08-09,5.8,1444
22894,Legion,"Horror,Action,Fantasy",en,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",131.82,2010-01-21,5.8,2126
348060,Antigang,"Action,Drama",fr,"As a rowdy team of detectives clashes with their disciplined new boss, they must catch a vicious band of robbers who are wreaking havoc on their city.",9.86,2015-08-19,5.8,279
167810,Lost River,"Fantasy,Thriller,Drama",en,"A single mother is swept into a dark underworld, while her teenage son discovers a road that leads him to a secret underwater town.",9.305,2015-04-08,5.8,514
50037,Beyond the Black Rainbow,"Fantasy,Science Fiction,Horror",en,"Deep within the mysterious Arboria Institute, a disturbed and beautiful girl is held captive by a doctor in search of inner peace. Her mind controlled by a sinister technology. Silently, she waits for her next session with deranged therapist Dr. Barry Nyle. If she hopes to escape, she must journey through the darkest reaches of The Institute, but Nyle wonʼt easily part with his most gifted and dangerous creation.",6.171,2010-12-03,5.8,258
14536,New in Town,"Comedy,Romance",en,"Lucy Hill is an ambitious up-and-coming executive living in Miami. She loves her shoes, she loves her cars and she loves climbing the corporate ladder. When she is offered a temporary assignment – in the middle of nowhere – to restructure a manufacturing plant, she jumps at the opportunity, knowing that a big promotion is close at hand. What begins as a straight-forward assignment becomes a life-changing experience as Lucy discovers greater meaning in her life and, most unexpectedly, the man of her dreams.",7.586,2009-01-30,5.8,382
451504,Joint Custody,Comedy,fr,"A wife finds out her husband has a mistress. She decides to propose her to share her life with her husband, alternating every two weeks.",5.61,2017-12-20,5.8,242
51620,Death Race 2,"Action,Thriller,Science Fiction",en,"In the world's most dangerous prison, a new game is born: Death Race. The rules of this adrenaline-fueled blood sport are simple, drive or die. When repentant convict Carl Lucas discovers there's a price on his head, his only hope is to survive a twisted race against an army of hardened criminals and tricked-out cars.",54.675,2010-11-12,5.8,905
291328,Rules Don't Apply,"Romance,Comedy,Drama",en,"It's Hollywood, 1958. Small town beauty queen and devout Baptist virgin Marla Mabrey, under contract to the infamous Howard Hughes, arrives in Los Angeles. At the airport, she meets her driver Frank Forbes, who is engaged to be married to his seventh grade sweetheart and is a deeply religious Methodist. Their instant attraction not only puts their religious convictions to the test, but also defies Hughes' number one rule: No employee is allowed to have any relationship whatsoever with a contract actress. Hughes' behavior intersects with Marla and Frank in very separate and unexpected ways, and as they are drawn deeper into his bizarre world, their values are challenged and their lives are changed.",16.871,2016-11-23,5.8,419
12139,Dennis the Menace,"Family,Comedy",en,Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.,23.044,1993-06-23,5.8,1195
11630,3 Men and a Little Lady,"Family,Comedy",en,"Sylvia's work increasingly takes her away from the three men who help bring up Mary, her daughter. When she decides to move to England and take Mary with her, the three men are heartbroken at losing the two most important females in their lives.",7.081,1990-11-21,5.8,420
2144,One Night at McCool's,"Comedy,Crime",en,Every man has a different recollection of the beautiful young woman who wreaked havoc on their lives during one heated night.,5.575,2001-04-19,5.8,262
739413,Mother/Android,"Science Fiction,Thriller",en,"Georgia and her boyfriend Sam go on a treacherous journey to escape their country, which is caught in an unexpected war with artificial intelligence. Days away from the arrival of their first child, the couple must face No Man’s Land—a stronghold of the android uprising—in hopes of reaching safety before giving birth.",155.829,2021-12-17,5.8,526
244783,Song One,Drama,en,"Estranged from her family, Franny returns home when an accident leaves her brother comatose. Retracing his life as an aspiring musician, she tracks down his favorite musician, James Forester. Against the backdrop of Brooklyn’s music scene, Franny and James develop an unexpected relationship and face the realities of their lives.",7.727,2014-01-20,5.8,200
73499,The Double,"Action,Drama,Crime",en,"The mysterious murder of a US senator bearing the distinctive trademark of the legendary Soviet assassin 'Cassius', forces retired CIA operative, Paul Shepherson to team with rookie FBI agent, Ben Geary  to solve the crime. Having spent his career chasing Cassius, Shepherdson is convinced his nemesis is long dead, but is pushed to take on the case by his former supervisor, Tom Highland. Geary, who wrote his Master's thesis on Shepherdson's pursuit of the Soviet killer, is certain that Cassius has resurfaced.",20.55,2011-10-27,5.8,540
12517,The Ordeal,Horror,fr,"A few days before Christmas, traveling entertainer Marc Stevens is stuck at nightfall in a remote wood in the swampy Hautes Fagnes region of Liège when his van breaks down. An odd chap who's looking for a lost dog then leads Marc to a shuttered inn.",6.703,2005-03-09,5.8,220
628917,An American Pickle,"Comedy,Drama",en,"An immigrant worker at a pickle factory is accidentally preserved for 100 years and wakes up in modern day Brooklyn. He learns his only surviving relative is his great grandson, a computer coder who he can’t connect with.",13.476,2020-07-26,5.8,334
485942,Batman Ninja,"Animation,Action",ja,"Batman, along with many of his allies and adversaries, finds himself transported to feudal Japan by Gorilla Grodd's time displacement machine.",21.19,2018-03-24,5.8,792
60049,Come tu mi vuoi,Comedy,it,Giada and Riccardo are opposite. Giada takes her studies seriously. Riccardo simply wants to live the good life. A freak accident causes them to be attached by their forearms. How will they live together (Please somebody post a real overview),5.836,2007-10-09,5.8,500
37707,Splice,"Horror,Science Fiction,Thriller",en,"Elsa and Clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal DNA to create a new organism. Named ""Dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly.",21.543,2009-10-06,5.8,1794
13962,Blank Check,"Comedy,Family",en,"Bullied by his siblings and nagged by his parents, 11-year-old Preston is fed up with his family -- especially their frugality. But he gets his chance to teach them a lesson when a money-laundering criminal nearly bulldozes Preston with his car and gives the boy a blank check as compensation. Preston makes the check out for $1 million and goes on a spending spree he'll never forget. Maybe now, his family will take him seriously!",12.716,1994-02-11,5.8,364
9384,Starsky & Hutch,"Comedy,Crime",en,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman.",13.938,2004-03-05,5.8,1899
718840,A Nice Girl Like You,"Comedy,Romance",en,"Lucy Neal is thrown for a loop when she is accused of being too inhibited by her ex-boyfriend. In an effort to prove him wrong, Lucy creates a rather wild to-do list that sends her on a whirlwind and surprising journey of self-discovery, friendship, and new love.",10.641,2020-07-18,5.8,216
9932,Analyze That,"Comedy,Crime",en,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",12.654,2002-12-06,5.8,998
13536,City by the Sea,"Crime,Drama,Mystery",en,"Vincent LaMarca is a dedicated and well-respected New York City police detective who has gone to great lengths to distance himself from his past, but then makes the terrible discovery that his own son has fallen into a life of crime.",8.071,2002-09-06,5.8,273
4942,Leatherheads,"Comedy,Romance,Drama",en,"A light hearted comedy about the beginnings of Professional American Football. When a decorated war hero and college all star is tempted into playing professional football. Everyone see the chance to make some big money, but when a reporter digs up some dirt on the war hero... everyone could lose out.",8.779,2008-03-24,5.8,368
368940,Robinson Crusoe,"Animation,Adventure,Comedy,Family",de,"On a tiny exotic island, Tuesday, an outgoing parrot lives with his quirky animal friends in paradise. However, Tuesday can't stop dreaming about discovering the world. After a violent storm, Tuesday and his friends wake up to find a strange creature on the beach: Robinson Crusoe. Tuesday immediately views Crusoe as his ticket off the island to explore new lands. Likewise, Crusoe soon realizes that the key to surviving on the island is through the help of Tuesday and the other animals. It isn't always easy at first, as the animals don't speak ""human."" Slowly but surely, they all start living together in harmony, until one day, when their comfortable life is overturned by two savage cats, who wish to take control of the island. A battle ensues between the cats and the group of friends but Crusoe and the animals soon discover the true power of friendship up against all odds (even savage cats).",18.847,2016-02-04,5.8,272
339396,True Memoirs of an International Assassin,"Comedy,Action",en,"After a publisher changes a writer's debut novel about a deadly assassin from fiction to nonfiction, the author finds himself thrust into the world of his lead character, and must take on the role of his character for his own survival.",10.364,2016-11-11,5.8,672
81005,Jack the Giant Slayer,"Fantasy,Action,Adventure,Family",en,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",55.338,2013-02-27,5.8,4386
44833,Battleship,"Thriller,Action,Adventure,Science Fiction",en,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancée's father—an Admiral—expect of him.",66.388,2012-04-11,5.8,4735
13505,The Perfect Score,"Comedy,Crime",en,Six high school seniors decide to break into the Princeton Testing Center so they can steal the answers to their upcoming SAT tests and all get perfect scores.,8.131,2004-01-30,5.8,391
490448,Our Happy Holiday,Comedy,fr,"Marion and Ben, thirty years old, meet on Tinder. That's about all they have in common; but the opposites attract each other, and they decide in the early morning of their meeting to go on vacation together despite the advice of their entourage. They will finally leave - to Bulgaria, halfway to their dream destinations: Beirut for Marion, Biarritz for Ben. Without a precise plan and, as they will soon discover, with very different conceptions of what a dream holiday should be.",6.699,2018-09-15,5.8,230
377275,In Bed with Victoria,"Comedy,Drama,Romance",fr,"Victoria is a thirty-something divorced lawyer who's struggling to raise her two daughters. She is canny and cynical but on the verge of an emotional breakdown. At a friend's wedding she reconnects with Vincent, an old friend, and Sam, an old client. Her life is about to take a new turn.",6.276,2016-09-14,5.8,361
271718,Trainwreck,"Comedy,Drama,Romance",en,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",24.004,2015-07-17,5.8,2309
182,The Good German,"Drama,War,Thriller,Mystery",en,An American journalist arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover.,8.144,2006-12-08,5.8,246
403119,47 Meters Down,"Horror,Drama,Thriller,Adventure",en,"Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.",28.314,2017-05-25,5.8,2366
206192,Perfect Sisters,"Thriller,Drama,Crime",en,"Tired of their mother's alcoholism and a string of her abusive boyfriends, two sisters plot to kill her.",15.673,2014-04-08,5.8,224
6641,Love and Other Disasters,"Comedy,Romance",en,"Flighty Emily ""Jacks"" Jackson works for the British edition of Vogue magazine. Rather than pursue a relationship, Jacks regularly hooks up with her devoted ex-boyfriend, James Wildstone, and lives with Peter Simon, a gay screenwriter. When Jacks meets Argentinian photographer's assistant Paolo Sarmiento, she assumes he is gay and tries to bring him and Peter together, unaware that Paolo is straight and in love with her.",7.745,2006-09-09,5.8,276
382597,R.A.I.D. Special Unit,"Action,Comedy",fr,"The story of a woman who dreams to join an intervention group in the police department called RAID. Unfortunately, she is rather clumsy and both her family (and soon to be family-in-law) and a veteran of the RAID do not approve. However, Johanna is determined to prove them wrong.",7.973,2017-02-01,5.8,803
16314,3 Ninjas,"Family,Action,Adventure,Comedy",en,"Each year, three brothers Samuel, Jeffrey and Michael Douglas visits their Japanese grandfather, Mori Shintaro whom the boys affectionately refer to as Grandpa, for the summer. Mori is a highly skilled in the fields of Martial arts and Ninjutsu, and for years he has trained the boys in his techniques. After an organized crime ring proves to be too much for the FBI, it's time for the 3 brother NINJAS! To use their martial arts skills, they team up to battle the crime ring and outwit some very persistent kidnappers!",16.649,1992-08-07,5.8,362
829557,365 Days: This Day,"Romance,Drama",en,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",486.946,2022-04-27,5.8,641
694919,Money Plane,"Action,Crime",en,A professional thief with $40 million in debt and his family's life on the line must commit one final heist - rob a futuristic airborne casino filled with the world's most dangerous criminals.,10.163,2020-09-29,5.8,255
675327,Shadow in the Cloud,"Horror,Action,War",en,A WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.,75.858,2020-12-31,5.8,624
42949,Arthur 3: The War of the Two Worlds,"Animation,Adventure,Fantasy,Family",en,"Maltazard, the Evil M, is now 7 feet tall and evolving among the humans, causing terror wherever he goes. His goal is simple: forming an army of giant henchmen and ruling over the universe. Meanwhile, Arthur is still a Minimoy, and thus in a state where he's unable to fend him off. With the help of Selenia and Betameche, he hatches a plan to regain his usual size: all they must do is infiltrate Arthur's house through the pipeworks, catch an electric train from his bedroom to his grandfather's study and find an elixir that will make him grow back to his human size. Sounds simple enough, if it weren't for Darkos, Maltazard's own son, hot on their tails.",18.104,2010-08-22,5.8,1336
550385,Christmas with a View,"Romance,Family,TV Movie",en,"This Christmas, Thunder Mountain Ski Resort is abuzz when celebrity chef Shane Roarke is named the new head chef. Clara Garrison isn't as excited and is instead focused on getting resettled after her failed attempt at opening a restaurant in the city. With their paths constantly crossing, will their shared passion for cooking bring them together or will secrets keep them apart?",9.326,2018-11-01,5.8,265
234004,Ratchet & Clank,"Action,Adventure,Animation,Family",en,"When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.",15.321,2016-04-13,5.8,526
144789,I'm So Excited!,Comedy,es,"The film is an ensemble comedy written and directed by Pedro Almodóvar. When it appears as though the end is in sight, the pilots, flight crew, and passengers of a plane heading to Mexico City look to forget the anguish of the moment and face the greatest danger, which we carry within ourselves.",9.006,2013-03-08,5.8,580
1717,All the King's Men,"Drama,Thriller",en,The story of an idealist's rise to power in the world of Louisiana politics and the corruption that leads to his ultimate downfall. Based on the1946 Pulitzer Prize-winning novel written by Robert Penn Warren.,11.102,2006-09-10,5.8,236
1408,Cutthroat Island,"Action,Adventure",en,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.",10.035,1995-12-22,5.8,425
34803,Death at a Funeral,Comedy,en,"Aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancé, and Aaron's successful younger brother, Ryan, flies in from New York, broke but arrogant. To top it all off, a mysterious stranger wants a word with Aaron.",13.018,2010-04-15,5.8,781
4442,The Brothers Grimm,"Adventure,Fantasy,Action,Comedy,Thriller",en,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",28.071,2005-08-26,5.8,2330
228973,Backcountry,"Thriller,Drama,Horror",en,A couple on a deep-wilderness hike become hopelessly lost within an aggressive black bear's territory.,21.734,2014-03-20,5.8,468
36727,A House of Your Dreams,Comedy,fr,"On a mission to loosen up, a miser's sets about buying a house in the country for his family.",5.18,2006-06-07,5.8,216
9738,Fantastic Four,"Action,Adventure,Fantasy,Science Fiction",en,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",41.811,2005-06-29,5.8,8145
377264,Morgan,"Horror,Science Fiction,Thriller",en,A corporate risk-management consultant must determine whether or not to terminate an artificial being's life that was made in a laboratory environment.,18.222,2016-09-01,5.8,1249
248574,Barely Lethal,"Adventure,Comedy,Action,Romance",en,"A 16-year-old international assassin yearning for a ""normal"" adolescence fakes her own death and enrolls as a senior in a suburban high school. She quickly learns that being popular can be more painful than getting water-boarded.",13.638,2015-04-30,5.8,920
174751,Jane Got a Gun,"Western,Action,Drama",en,"After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job.",19.644,2015-12-31,5.8,687
85038,Welcome to the North,Comedy,it,"Now in the Far North (i.e. Milan!), Alberto has accepted to manage a program for efficiency improvement in the Italian Post. He devotes all his time and all his energy to this noble task and neglects his wife Silvia, which of course annoys her beyond limits. Things do not fare much better in Castellabate where it is rather Maria, Matta's wife, who gets on his nerves by always blaming him for his lack of ambition. One day, due to a misunderstanding, Mattia is transferred to... Milan! And on whose doorstep does he land? Alberto's of course!",5.371,2012-01-18,5.8,1188
17630,Ugly Melanie,Comedy,fr,This is the story of too nice girl who one day decides to become evil. And who will find out it is not so easy to do wrong when you have always been nice.,3.871,2008-11-12,5.8,239
13812,Quarantine,"Horror,Science Fiction",en,A television reporter and her cameraman are trapped inside a building quarantined by the CDC after the outbreak of a mysterious virus which turns humans into bloodthirsty killers.,10.955,2008-10-10,5.8,1037
54540,Beverly Hills Chihuahua 2,"Comedy,Family",en,"Puppy mayhem turns the lives of newlywed Chihuahua parents Papi and Chloe upside down when their rambunctious, mischievous puppies present one challenge after another. But when their human owners end up in trouble, the tiny pups will stop at nothing to save them - because in good times and hard times, the family always sticks together. So Papi, Chloe and the puppies embark on a heroic adventure, proving once again that big heroes come in small packages.",25.564,2011-02-01,5.8,313
35025,Le Mac,Comedy,fr,A mild-mannered banker is forced to masquerade as a notorious gangster and pimp.,7.169,2010-02-16,5.8,249
4248,Scary Movie 2,Comedy,en,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue.",100.192,2001-07-04,5.8,3784
659986,The Owners,"Thriller,Horror",en,"A group of friends think they found the perfect easy score - an empty house with a safe full of cash. But when the elderly couple that lives there comes home early, the tables are suddenly turned. As a deadly game of cat and mouse ensues, the would-be thieves must fight to save themselves from a nightmare they could never have imagined.",55.13,2020-08-27,5.8,252
215379,Young Ones,"Western,Action,Drama,Science Fiction",en,"In a future where water is scarce, a farmer defends his land and hopes to rejuvenate his parched soil. However, his daughter's boyfriend schemes to steal the land for himself.",5.945,2014-06-28,5.8,248
56014,Men Vs Women,Comedy,it,A confrontation starts between a young man Diego and his beautiful neighbor Chiara.,7.647,2010-10-27,5.8,618
49524,R.I.P.D.,"Fantasy,Action,Comedy,Crime",en,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,34.579,2013-07-18,5.8,3279
15713,The First Star,Comedy,fr,"A married father of three, lives in Créteil doing odd jobs and spends his time at the local PMU bar. One day, to please his daughter, he promises a little too quick to take the whole family on vacation to ski. The only problem: if he breaks his promise, his wife will divorce him.",3.946,2009-03-25,5.8,224
11632,Vanity Fair,"Drama,Romance",pt,"Beautiful, funny, passionate, and calculating, Becky is the orphaned daughter of a starving English artist and a French chorus girl. She yearns for a more glamorous life than her birthright promises and resolves to conquer English society by any means possible. A mere ascension into the heights of society is simply not enough. So Becky finds a patron in the powerful Marquess of Steyne whose whims enable Becky to realise her dreams. But is the ultimate cost too high for her?",8.303,2004-09-01,5.8,289
9511,Rabbit Without Ears 2,"Comedy,Romance",de,"Two years have passed. There is a normal life, but handsome Ludo meets his old love, and Anna is very jealous...",7.595,2009-11-24,5.8,217
9030,The Eye,"Drama,Horror,Thriller",en,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.",17.675,2008-02-01,5.8,844
376865,High Life,"Science Fiction,Drama,Mystery",en,A father and his daughter struggle to survive in deep space where they live in isolation.,12.224,2018-09-26,5.8,863
81836,To Rome with Love,"Romance,Comedy,Drama",en,"Four tales unfold in the Eternal City: While vacationing in Rome, architect John encounters a young man whose romantic woes remind him of a painful incident from his own youth; retired opera director Jerry discovers a mortician with an amazing voice, and he seizes the opportunity to rejuvenate his own flagging career; a young couple have separate romantic interludes; a spotlight shines on an ordinary man.",14.99,2012-04-20,5.8,1778
18176,Assassination of a High School President,"Comedy,Crime",en,"After the theft of copies of SAT exams from a principal's office, teenage reporter Bobby Funke sets out to unmask the thief. Bobby prints an article fingering Class President Paul Moore as the thief, shredding the youth's reputation. But as Bobby gets to know Paul's girlfriend, Francesca, he comes to realize he was wrong about Paul, so he sets out to unmask the true culprit.",8.712,2008-01-17,5.8,240
17037,I'll Be Home for Christmas,"Comedy,Family",en,"Estranged from his father, college student Jake is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit, Jake is left without identification or money to help him make the journey. Meanwhile, his girlfriend, Allie, does not know where he is, and accepts a cross-country ride from Jake's rival, Eddie.",7.824,1998-11-13,5.8,247
11397,Not Another Teen Movie,Comedy,en,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s.",32.94,2001-12-07,5.8,1631
10054,Spy Kids,"Action,Comedy,Family,Adventure",en,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",82.511,2001-03-18,5.8,2870
13056,Punisher: War Zone,"Action,Crime",en,"Waging his one-man war on the world of organized crime, ruthless vigilante-hero Frank Castle sets his sights on overeager mob boss Billy Russoti. After Russoti is left horribly disfigured by Castle, he sets out for vengeance under his new alias: Jigsaw. With the ""Punisher Task Force"" hot on his trail and the FBI unable to take Jigsaw in, Frank must stand up to the formidable army that Jigsaw has recruited before more of his evil deeds go unpunished.",24.862,2008-12-05,5.8,890
621707,The Vigil,"Horror,Thriller,Mystery",en,A man providing overnight watch to a deceased member of his former Orthodox Jewish community finds himself opposite a malevolent entity.,8.566,2020-07-01,5.8,257
139038,A Haunted House,"Comedy,Horror",en,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years.",79.988,2013-01-11,5.8,1453
94380,Bad Ass,"Action,Drama",en,"Decorated Vietnam hero, Frank Vega returns home only to get shunned by society leaving him without a job or his high school sweetheart. It's not until forty years later when an incident on a commuter bus makes him a local hero where he's suddenly celebrated once again. But his good fortune suddenly turns for the worse when his best friend is murdered and the police aren't doing anything about it.",9.67,2012-04-12,5.8,324
89455,360,"Drama,Romance",en,"Inspired by Arthur Schnitzler's classic La Ronde, screenwriter Peter Morgan and director Fernando Meirelles' 360 combines a modern and dynamic roundelay of stories into one, linking characters from different cities and countries in a vivid, suspenseful and deeply moving tale of love in the 21st century. Starting in Vienna, the film beautifully weaves through Paris, London, Bratislava, Rio, Denver and Phoenix into a single, mesmerizing narrative.",9.463,2012-07-25,5.8,222
487004,The Full House,Comedy,fr,"Antoine, a bachelor party-goer, gets new roommates: Jeanne and her two children.",5.942,2018-03-21,5.8,278
461992,Hostile,"Drama,Horror,Romance,Science Fiction",en,"Juliette, a lone survivor of an apocalyptic era, fights to survive against hunger, thirst, a broken leg and strange disturbing creatures that only come out at nighttime.",15.365,2018-03-08,5.8,268
8849,Alfie,"Comedy,Drama,Romance",en,"In Manhattan, the British limousine driver Alfie is surrounded by beautiful women, having one night stands with all of them and without any sort of commitment. His best friends are his colleague Marlon and his girl-friend Lonette. Alfie has a brief affair with Lonette, and the consequences force Alfie to reflect on his lifestyle.",11.513,2004-10-22,5.8,686
500916,Primal,Action,en,"A big-game hunter for zoos books passage on a Greek shipping freighter with a fresh haul of exotic and deadly animals from the Amazon, including a rare white Jaguar – along with a political assassin being extradited to the U.S in secret. Two days into the journey, the assassin escapes and releases the captive animals, throwing the ship into chaos.",19.964,2019-12-27,5.8,261
72477,Texas Killing Fields,"Drama,Thriller,Crime,Mystery",en,"In the Texas bayous, a local homicide detective teams up with a cop from New York City to investigate a series of unsolved murders.",8.368,2011-10-14,5.8,384
45650,The Hole,"Thriller,Adventure,Fantasy",en,"After moving into a new neighbourhood, brothers Dane &amp; Lucas and their neighbour Julie discover a bottomless hole in the basement of their home. They find that once the hole is exposed, evil is unleashed. With strange shadows lurking around every corner and nightmares coming to life, they are forced to come face to face with their darkest fears to put an end to the mystery of THE HOLE.",10.651,2009-09-09,5.8,617
44933,C'era un cinese in coma,Comedy,it,"A talent agent with a talentless client roster, Ercole Preziosi manages middling girl groups, bad magicians, and even worse comedians. When a car crash injures his star comedian, he turns to his young plucky driver to do stand-up duty.",4.919,2000-03-03,5.8,216
10854,Wicked Little Things,"Fantasy,Horror",en,"Karen, Sarah, and Emma Tunney are all moving to a small town in Pennsylvania where, unknown to them, in 1913, a horrid mine accident trapped dozens of children alive, underground. But there's a problem. They're still alive.",11.746,2006-11-17,5.8,210
9491,Blue Steel,Thriller,en,"Megan Turner, a rookie cop, gets involved in an armed robbery that goes awry and must engage in a cat-and-mouse game with one of the witnesses who becomes obsessed with her.",8.584,1990-03-16,5.8,282
332704,Backtrack,"Thriller,Horror",en,"Troubled psychotherapist Peter Bowers is suffering from nightmares and eerie visions. When he uncovers a horrifying secret that all of his patients share, he is put on a course that takes him back to the small hometown he fled years ago. There he confronts his demons and unravels a mystery 20 years in the making.",8.886,2015-07-25,5.8,306
7183,Perfect Stranger,Thriller,en,"A journalist goes undercover to ferret out businessman Harrison Hill as her best friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",24.097,2007-04-11,5.8,752
224141,Into the Woods,"Fantasy,Comedy",en,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",15.804,2014-12-24,5.8,3868
207769,Banshee Chapter,"Horror,Thriller",en,"On the trail of a missing friend who had been experimenting with mind-altering drugs, a young journalist - aided by a rogue counter-culture writer, The Silence of The Lambs -- finds herself drawn into the dangerous world of top-secret government chemical research and the mystery of a disturbing radio signal of unknown origin. A fast-paced thriller blending fact and fiction, Banshee Chapter is based on real documents, actual test subject testimony, and uncovered secrets about covert programs run by the CIA.",10.907,2013-08-26,5.8,210
10035,100 Girls,"Comedy,Drama,Romance",en,"This sexy, teen-comedy is about a freshman, Matthew, at college who meets his dream girl in a dorm elevator during a blackout. He never sees her face, but instantly falls in love. In the morning, the power is restored, but the ""dream girl"" has vanished. All Matthew knows is that she lives in an all-girls dorm. He sets out on a semester-long journey to find his mystery girl amongst a hundred female suspects. Could it be Wendy? Dora? Arlene? Patty? Cynthia? Or the 95 other girls, any of whom could have been in that elevator with Matthew.",13.148,2000-09-01,5.8,362
6877,Failure to Launch,"Comedy,Romance",en,"Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result.",13.372,2006-03-10,5.8,1390
